lon	lat	2011-2040_PRCPTOT JJA (mm)_RCP45	2011-2040_PRCPTOT JJA (mm)_RCP85	2011-2040_TX30 (days)_RCP45	2011-2040_TX30 (days)_RCP85	2011-2040_PR95PERC (%)_RCP45	2011-2040_PR95PERC (%)_RCP85	2041-2070_PRCPTOT JJA (mm)_RCP45	2041-2070_PRCPTOT JJA (mm)_RCP85	2041-2070_TX30 (days)_RCP45	2041-2070_TX30 (days)_RCP85	2041-2070_PR95PERC (%)_RCP45	2041-2070_PR95PERC (%)_RCP85	2071-2100_PRCPTOT JJA (mm)_RCP45	2071-2100_PRCPTOT JJA (mm)_RCP85	2071-2100_TX30 (days)_RCP45	2071-2100_TX30 (days)_RCP85	2071-2100_PR95PERC (%)_RCP45	2071-2100_PR95PERC (%)_RCP85
13,2385	43,4428	1	17	11	11	3	11	-34	-21	27	32	0	13	-8	-36	31	58	23	24
13,3362	43,4396	3	15	12	12	5	3	-27	-21	28	34	3	11	-10	-32	32	59	15	23
13,4340	43,4364	4	14	11	13	0	2	-22	-14	28	35	9	11	-9	-28	33	60	17	29
13,5317	43,4331	3	19	11	14	-3	4	-20	-12	28	36	7	11	-5	-25	33	61	20	22
13,6294	43,4297	3	22	7	9	-1	-2	-17	-9	21	29	5	6	-4	-19	29	58	20	26
10,3031	43,5651	-8	11	8	6	9	9	-22	-21	23	31	20	12	-22	-37	31	65	11	28
10,4011	43,5647	-9	6	9	7	10	9	-26	-24	29	36	12	14	-22	-38	34	66	14	25
10,4992	43,5643	-4	8	10	8	13	8	-23	-21	31	37	22	15	-18	-36	35	66	18	25
10,5972	43,5638	0	9	11	8	14	8	-23	-19	32	37	23	14	-16	-35	36	65	13	24
10,6953	43,5631	-2	8	11	9	16	12	-25	-23	33	38	25	19	-18	-38	36	65	16	27
10,7933	43,5624	-5	7	11	8	10	11	-28	-26	32	38	20	16	-17	-41	35	64	12	26
10,8914	43,5616	-7	4	11	9	13	10	-31	-32	32	38	21	16	-18	-43	35	64	9	26
10,9894	43,5607	-9	-2	12	9	8	5	-33	-35	32	38	18	11	-19	-44	35	62	11	22
11,0874	43,5597	-7	-2	11	9	9	3	-34	-36	33	38	17	11	-21	-46	35	62	9	25
11,1855	43,5586	-11	1	11	9	8	11	-37	-40	32	37	15	11	-25	-49	34	62	7	21
11,2835	43,5575	-13	-1	10	8	11	11	-41	-45	31	36	20	14	-31	-53	33	62	10	23
11,3815	43,5562	-13	1	9	8	10	13	-41	-44	29	36	22	12	-29	-54	33	62	13	20
11,4796	43,5548	-8	2	10	8	4	8	-41	-40	30	36	17	10	-26	-53	33	62	12	20
11,5776	43,5534	-6	2	10	8	8	16	-46	-43	30	36	11	11	-29	-59	33	63	15	26
11,6756	43,5518	-17	0	9	8	3	10	-50	-46	29	34	14	13	-27	-62	32	62	13	24
11,7736	43,5502	-18	1	8	7	7	12	-51	-51	28	33	13	16	-29	-62	30	61	14	23
11,8716	43,5484	-17	4	9	7	9	13	-49	-49	28	34	15	15	-28	-62	30	61	18	20
11,9696	43,5466	-17	5	9	7	8	12	-48	-48	28	34	14	10	-26	-64	30	60	11	18
12,0676	43,5447	-15	7	8	8	4	11	-46	-48	29	35	9	12	-25	-65	30	60	6	24
12,1656	43,5426	-16	1	8	7	2	10	-48	-51	26	32	8	16	-26	-68	29	58	9	21
12,2635	43,5405	-14	1	7	7	1	4	-46	-46	24	30	3	8	-23	-64	27	56	7	18
12,3615	43,5383	-9	10	6	6	2	7	-40	-38	21	27	3	7	-20	-59	25	54	8	13
12,4594	43,5360	-8	15	6	6	7	9	-39	-31	20	26	6	14	-17	-58	24	53	15	18
12,5574	43,5336	-10	15	5	5	4	8	-40	-30	20	26	8	14	-14	-60	23	53	19	20
12,6553	43,5311	-5	17	6	7	0	4	-39	-24	22	28	4	10	-11	-58	25	54	15	17
12,7533	43,5285	-2	19	8	8	2	4	-38	-24	24	30	3	16	-9	-54	28	55	15	15
12,8512	43,5259	-3	17	9	9	0	3	-37	-24	25	31	-1	8	-7	-50	29	56	12	11
12,9491	43,5231	1	21	10	10	4	8	-36	-23	26	32	0	10	-2	-43	30	57	14	16
13,0470	43,5202	4	18	11	12	5	6	-34	-21	28	33	-2	9	-5	-37	32	59	17	15
13,1449	43,5173	4	18	12	12	2	5	-32	-17	29	34	-2	10	-6	-34	33	59	17	28
13,2428	43,5142	6	17	11	12	3	10	-28	-17	29	34	-1	12	-8	-32	32	58	21	30
13,3407	43,5111	5	16	11	12	3	6	-26	-18	27	34	3	12	-10	-29	32	58	19	34
13,4385	43,5078	4	22	11	12	2	4	-21	-13	27	34	6	14	-5	-25	32	60	18	28
13,5364	43,5045	0	21	9	12	-1	4	-20	-13	24	32	9	13	-5	-24	31	60	19	23
10,3035	43,6366	-2	11	9	7	17	16	-22	-19	26	34	25	17	-21	-35	33	67	18	36
10,4017	43,6362	-2	9	11	9	10	9	-26	-21	31	37	21	16	-22	-37	35	66	11	31
10,4998	43,6358	-4	9	11	8	11	10	-28	-21	31	36	20	16	-22	-39	35	64	12	31
10,5980	43,6353	-7	8	11	9	11	10	-29	-23	32	37	18	15	-23	-43	35	64	13	27
10,6962	43,6346	-9	4	12	9	8	9	-27	-27	33	39	21	14	-25	-45	36	65	11	25
10,7944	43,6339	-10	1	12	10	9	7	-30	-30	33	39	25	17	-22	-45	36	65	10	29
10,8926	43,6331	-10	1	12	10	11	8	-32	-32	33	38	20	16	-21	-44	36	64	11	25
10,9907	43,6322	-9	0	12	9	7	6	-34	-32	32	38	19	12	-21	-44	35	62	10	23
11,0889	43,6312	-12	0	11	9	11	7	-38	-35	32	37	17	13	-23	-44	34	61	12	22
11,1871	43,6301	-13	0	11	9	12	9	-40	-42	32	36	17	14	-26	-47	33	61	9	25
11,2852	43,6290	-18	-6	11	9	11	11	-47	-49	32	37	16	10	-33	-55	34	62	5	20
11,3834	43,6277	-10	-2	10	8	12	11	-47	-48	32	37	18	15	-31	-58	33	63	12	22
11,4815	43,6263	-9	-3	9	7	10	11	-52	-53	30	36	14	10	-32	-66	33	63	14	24
11,5797	43,6249	-9	-1	7	5	9	14	-55	-54	25	31	17	12	-31	-70	28	60	14	26
11,6778	43,6233	-17	-1	6	5	7	13	-57	-57	22	28	12	16	-32	-74	27	58	11	21
11,7759	43,6216	-22	-1	6	5	9	12	-58	-59	23	29	13	20	-33	-75	27	58	12	22
11,8741	43,6199	-21	0	6	6	5	9	-55	-56	24	30	7	15	-31	-72	27	59	9	16
11,9722	43,6181	-18	4	6	6	7	10	-49	-54	24	30	8	15	-29	-71	26	58	13	19
12,0703	43,6161	-16	5	6	5	4	10	-49	-55	22	29	5	14	-31	-72	26	57	9	14
12,1684	43,6141	-12	8	4	4	2	6	-39	-49	17	24	6	10	-23	-66	23	51	9	13
12,2665	43,6120	-8	12	4	4	1	5	-36	-41	17	24	6	7	-17	-56	22	51	9	13
12,3646	43,6098	-10	17	5	5	0	4	-37	-38	21	26	7	7	-7	-55	24	53	10	18
12,4627	43,6075	-5	18	7	7	4	9	-39	-32	23	29	8	10	-12	-55	26	55	14	25
12,5608	43,6051	-3	16	8	8	5	7	-38	-25	25	31	10	12	-9	-53	27	56	15	20
12,6589	43,6026	0	13	8	9	3	7	-38	-25	26	32	10	12	-8	-53	29	56	14	19
12,7569	43,6000	0	16	9	9	4	5	-38	-23	24	31	9	14	-8	-51	29	55	15	15
12,8550	43,5973	1	17	10	10	0	5	-36	-24	26	32	3	9	-4	-45	30	57	17	16
12,9530	43,5945	4	18	11	12	1	4	-33	-19	28	34	0	9	0	-39	31	59	15	18
13,0511	43,5917	5	21	11	12	4	6	-29	-14	29	35	2	12	0	-31	32	58	19	27
13,1491	43,5887	7	20	12	12	1	3	-27	-12	29	35	-1	10	-5	-28	33	58	14	26
13,2471	43,5856	5	17	11	11	-2	3	-26	-13	27	34	-1	8	-8	-29	31	57	12	23
13,3451	43,5825	5	17	9	10	-1	4	-22	-14	23	31	5	7	-10	-29	29	55	13	22
13,4431	43,5792	2	14	9	11	-3	-2	-20	-12	23	32	1	6	-8	-24	30	57	16	19
13,5411	43,5759	-2	18	6	9	-3	-2	-19	-12	21	29	3	7	-10	-26	28	57	14	19
10,3039	43,7080	1	14	10	8	12	15	-25	-15	27	34	19	23	-24	-35	34	67	18	33
10,4022	43,7077	-2	12	12	9	9	12	-29	-21	31	38	14	18	-27	-39	35	66	14	33
10,5005	43,7073	-6	12	11	8	6	7	-31	-24	31	37	12	14	-25	-41	35	67	11	23
10,5988	43,7068	-9	10	11	8	8	7	-28	-24	31	37	13	13	-23	-41	35	66	9	23
10,6971	43,7061	-11	5	12	10	13	10	-32	-27	32	38	17	15	-25	-45	36	64	12	24
10,7954	43,7054	-12	2	11	10	13	11	-33	-31	31	37	22	19	-23	-46	34	61	13	27
10,8937	43,7046	-11	3	12	10	14	8	-38	-36	31	37	18	14	-24	-49	34	61	14	29
10,9920	43,7037	-10	3	12	10	11	8	-39	-37	32	37	14	13	-21	-47	34	61	16	23
11,0903	43,7027	-12	2	12	10	15	13	-40	-35	33	38	19	17	-21	-45	35	62	14	26
11,1886	43,7016	-14	0	12	10	15	12	-45	-44	33	38	18	14	-26	-50	35	63	16	27
11,2869	43,7004	-14	-3	12	10	12	13	-49	-51	33	38	14	12	-34	-58	35	62	10	25
11,3852	43,6992	-10	0	10	8	9	15	-53	-53	33	38	12	10	-35	-64	35	64	9	23
11,4835	43,6978	-17	0	8	7	5	8	-54	-56	27	33	12	4	-33	-71	31	62	12	18
11,5818	43,6963	-14	-2	5	4	7	10	-56	-56	19	25	12	8	-33	-75	23	54	9	18
11,6800	43,6948	-13	0	4	3	8	11	-51	-52	15	22	9	12	-29	-71	21	50	7	21
11,7783	43,6931	-11	1	5	4	6	11	-50	-54	18	25	9	15	-30	-73	24	54	10	17
11,8766	43,6914	-14	3	5	4	4	10	-49	-55	19	25	8	15	-30	-71	24	53	8	14
11,9748	43,6895	-10	9	5	4	5	8	-46	-52	17	23	7	16	-26	-68	22	51	9	14
12,0731	43,6876	-8	10	4	3	2	9	-47	-52	13	19	7	13	-28	-69	18	47	8	19
12,1713	43,6856	-6	16	4	2	0	6	-41	-47	12	19	7	11	-22	-63	17	45	7	16
12,2695	43,6835	-5	16	3	3	0	5	-38	-44	15	21	7	7	-15	-58	20	48	9	21
12,3678	43,6812	-9	16	6	6	3	8	-40	-41	21	26	11	9	-10	-59	24	53	11	24
12,4660	43,6789	-11	11	9	9	3	9	-40	-34	26	32	11	11	-11	-58	29	57	15	23
12,5642	43,6765	0	14	9	9	7	8	-37	-27	27	32	10	11	-8	-51	30	57	17	23
12,6624	43,6740	0	16	9	10	9	9	-36	-24	27	33	9	15	-5	-49	30	57	17	23
12,7606	43,6714	1	18	10	10	5	8	-35	-20	26	32	5	15	-2	-44	29	56	20	17
12,8588	43,6687	3	15	10	11	2	6	-32	-18	27	33	7	13	0	-42	30	57	19	18
12,9569	43,6660	5	17	10	11	5	8	-29	-15	27	33	4	12	-1	-36	31	58	20	21
13,0551	43,6631	4	19	11	12	-1	4	-29	-13	28	34	0	11	-5	-33	32	58	18	17
13,1533	43,6601	6	19	11	11	0	1	-26	-12	26	33	-1	10	-9	-28	31	58	11	24
13,2514	43,6571	8	17	7	9	-1	2	-20	-9	21	29	1	6	-3	-22	27	54	13	23
13,3495	43,6539	5	13	2	2	0	0	-18	-10	7	10	0	10	-6	-19	10	30	13	22
10,3043	43,7795	8	20	10	8	10	9	-27	-15	27	34	16	22	-24	-39	35	67	19	29
10,4027	43,7792	-1	20	10	8	9	5	-33	-23	29	36	8	13	-25	-45	34	66	11	29
10,5012	43,7788	-4	19	9	7	8	9	-31	-24	29	35	10	11	-18	-41	34	65	15	25
10,5996	43,7783	-8	16	11	8	10	12	-28	-23	31	37	16	19	-17	-40	35	65	11	27
10,6981	43,7776	-7	11	11	9	14	11	-32	-26	32	37	20	19	-20	-43	35	63	16	29
10,7965	43,7769	-9	7	12	9	12	8	-36	-32	32	38	12	17	-24	-46	35	63	13	23
10,8949	43,7761	-8	4	12	9	16	11	-38	-37	34	38	23	19	-26	-49	35	63	13	26
10,9934	43,7752	-6	4	12	10	13	9	-39	-36	34	39	13	16	-22	-48	36	64	10	23
11,0918	43,7742	-10	2	12	10	12	13	-43	-40	34	38	12	18	-23	-50	35	63	10	23
11,1902	43,7731	-11	0	12	10	7	9	-47	-45	34	38	14	14	-27	-55	35	63	11	24
11,2886	43,7719	-12	0	11	9	5	9	-49	-52	33	38	13	9	-33	-62	34	63	9	22
11,3871	43,7707	-16	-1	10	8	4	10	-49	-53	32	38	15	4	-37	-66	34	64	5	17
11,4855	43,7693	-23	-3	8	6	3	6	-57	-58	26	32	11	5	-38	-72	30	61	7	12
11,5839	43,7678	-17	-2	5	4	1	4	-58	-58	17	23	8	4	-34	-75	22	52	7	7
11,6823	43,7663	-18	0	4	3	5	11	-50	-53	14	19	9	7	-29	-72	18	46	8	10
11,7807	43,7646	-19	1	4	3	0	6	-47	-49	13	19	7	7	-21	-69	18	46	6	12
11,8791	43,7629	-14	7	4	3	1	4	-39	-45	13	19	9	9	-11	-61	18	46	9	12
11,9775	43,7610	-10	13	3	3	1	2	-42	-46	13	19	5	7	-10	-60	18	46	7	12
12,0758	43,7591	-7	28	3	2	0	2	-40	-44	12	18	4	5	-16	-60	17	45	6	13
12,1742	43,7570	-5	23	3	3	-1	2	-38	-42	13	18	5	4	-15	-60	17	45	5	14
12,2726	43,7549	-3	21	3	3	1	4	-40	-42	16	22	9	5	-14	-60	20	49	7	19
12,3709	43,7527	-6	15	6	6	2	7	-44	-42	21	27	10	11	-17	-61	24	53	12	25
12,4693	43,7504	-8	12	9	9	2	4	-42	-29	24	31	9	7	-16	-57	28	56	11	20
12,5676	43,7480	-3	13	9	9	5	8	-38	-27	26	33	9	10	-11	-48	29	57	19	24
12,6659	43,7455	1	14	10	10	1	5	-36	-23	27	33	5	12	-8	-44	30	57	17	21
12,7643	43,7429	3	16	10	11	2	8	-31	-16	27	32	3	11	-4	-42	30	58	17	20
12,8626	43,7402	3	12	10	11	2	4	-30	-16	26	32	7	12	-5	-40	29	57	19	22
12,9609	43,7374	2	14	9	11	0	4	-29	-15	26	32	2	10	-7	-38	30	58	14	22
13,0592	43,7345	3	16	11	11	0	6	-28	-11	26	33	4	10	-8	-35	31	59	14	24
13,1575	43,7316	8	16	7	9	-2	1	-22	-9	19	27	2	5	-7	-25	26	54	15	25
7,5453	43,8223	-25	-14	4	3	-1	6	-52	-48	14	20	10	11	-40	-59	20	51	9	23
7,6438	43,8246	-18	-9	5	4	-1	4	-47	-41	16	22	8	9	-38	-51	22	53	8	19
7,7423	43,8268	-18	-10	5	3	-6	-1	-41	-37	14	20	1	10	-33	-51	20	52	7	18
7,8408	43,8289	-18	-11	5	4	-5	1	-37	-33	15	22	2	13	-34	-47	22	54	12	27
10,3047	43,8511	1	29	7	5	10	11	-35	-22	23	30	12	22	-33	-53	31	63	16	33
10,4033	43,8507	-4	28	8	6	9	12	-39	-28	24	31	14	23	-28	-54	31	63	19	34
10,5018	43,8503	-3	23	9	8	8	13	-34	-28	28	35	11	19	-20	-48	34	64	15	28
10,6004	43,8498	-8	15	11	8	9	11	-34	-31	32	38	11	17	-23	-49	35	66	12	30
10,6990	43,8491	-10	11	12	9	7	11	-38	-34	33	39	11	15	-28	-53	36	66	14	26
10,7976	43,8484	-7	13	13	9	3	5	-38	-34	34	39	9	14	-25	-52	36	66	10	20
10,8961	43,8476	-1	11	13	10	3	3	-36	-36	34	39	7	12	-22	-52	36	66	10	15
10,9947	43,8467	-2	9	13	10	1	1	-35	-35	34	39	11	13	-20	-49	36	64	12	17
11,0933	43,8457	-8	5	12	9	0	3	-39	-39	33	38	10	8	-22	-51	35	64	12	13
11,1918	43,8446	-9	3	11	9	0	3	-41	-41	32	37	8	14	-26	-53	34	63	10	19
11,2904	43,8434	-16	-1	9	8	-1	1	-44	-49	32	38	9	8	-32	-59	34	64	7	18
11,3889	43,8421	-19	-1	9	9	3	3	-46	-50	30	37	12	8	-37	-64	33	64	6	15
11,4875	43,8408	-18	0	9	6	2	5	-54	-55	26	32	10	4	-41	-68	29	61	6	8
11,5860	43,8393	-18	-1	4	4	0	5	-58	-56	18	24	8	5	-40	-69	22	52	7	5
11,6845	43,8377	-16	6	3	3	-3	5	-49	-50	12	18	4	2	-29	-64	17	44	5	3
11,7831	43,8361	-15	11	3	2	-3	3	-41	-42	11	17	8	1	-21	-61	15	42	6	4
11,8816	43,8343	-14	10	3	3	-3	5	-41	-37	12	18	5	1	-13	-59	16	44	4	9
11,9801	43,8325	-12	13	3	3	-5	1	-43	-39	15	21	2	0	-9	-63	19	47	5	7
12,0786	43,8305	-12	10	4	4	-5	0	-47	-43	17	23	-1	0	-12	-70	21	50	6	9
12,1771	43,8285	-10	13	5	4	-1	2	-47	-43	18	24	4	4	-14	-69	22	50	8	12
12,2756	43,8264	-12	16	5	6	3	4	-45	-43	19	25	7	6	-20	-67	23	51	11	21
12,3741	43,8242	-8	14	6	6	-3	2	-45	-40	20	26	4	5	-21	-62	25	52	9	15
12,4726	43,8218	-11	11	8	9	-3	4	-43	-37	23	30	7	9	-20	-55	28	55	12	18
12,5710	43,8194	-11	12	9	9	2	3	-42	-29	24	32	6	6	-15	-49	28	56	18	23
12,6695	43,8169	-5	12	9	10	1	6	-38	-25	25	33	5	7	-10	-44	29	57	19	22
12,7679	43,8143	5	15	9	10	3	3	-30	-18	25	31	4	5	-5	-37	30	57	10	17
12,8664	43,8116	6	12	9	10	1	7	-29	-22	25	32	4	9	-10	-36	30	57	13	26
12,9648	43,8089	4	17	9	10	1	9	-26	-20	22	31	9	13	-11	-35	29	55	15	26
13,0633	43,8060	8	16	8	9	-1	2	-21	-13	20	28	3	7	-6	-30	26	55	12	18
7,5421	43,8937	-37	-21	3	2	0	8	-88	-84	8	13	11	12	-69	-118	13	42	13	28
7,6407	43,8960	-32	-20	3	2	3	4	-79	-73	9	15	9	12	-63	-103	15	44	11	25
7,7393	43,8982	-29	-5	3	3	-1	2	-67	-63	12	18	4	7	-49	-87	17	47	7	25
7,8379	43,9004	-24	-9	4	3	0	3	-58	-51	14	20	3	10	-42	-70	20	51	7	24
7,9366	43,9024	-22	-10	5	4	-3	3	-45	-35	16	23	2	10	-38	-55	23	55	11	29
8,0352	43,9043	-21	-6	5	5	-5	2	-35	-32	18	24	6	6	-33	-46	25	58	13	29
10,2064	43,9228	1	26	6	5	-1	3	-45	-32	19	26	3	15	-37	-65	26	58	8	20
10,3051	43,9226	5	31	6	4	4	6	-40	-34	20	26	7	13	-32	-62	26	57	9	29
10,4038	43,9222	2	27	7	5	4	13	-39	-37	22	29	8	14	-31	-59	28	60	14	29
10,5025	43,9218	-4	25	8	6	3	11	-40	-36	25	32	7	16	-27	-58	31	63	12	31
10,6012	43,9212	-8	22	8	7	3	9	-46	-41	27	34	8	17	-32	-62	32	64	10	24
10,6999	43,9206	-14	15	8	7	2	9	-51	-45	27	34	7	14	-39	-69	32	65	10	28
10,7986	43,9199	-15	13	8	7	-3	6	-49	-43	26	33	3	10	-34	-65	31	63	5	18
10,8973	43,9191	-9	6	9	8	-1	5	-44	-44	29	36	4	12	-34	-63	33	64	9	18
10,9960	43,9182	-8	7	9	8	0	3	-44	-43	29	35	7	12	-33	-58	33	63	7	16
11,0947	43,9172	-13	4	9	8	2	1	-42	-42	29	35	6	15	-31	-55	32	64	9	14
11,1934	43,9161	-16	0	8	7	1	0	-41	-40	28	35	8	13	-29	-55	32	64	13	19
11,2921	43,9149	-16	-2	8	7	0	-2	-43	-45	28	35	6	9	-30	-59	32	63	8	13
11,3908	43,9136	-17	-3	9	7	1	1	-48	-49	28	35	8	7	-36	-64	31	63	9	12
11,4894	43,9123	-20	-1	7	6	-2	1	-51	-54	24	31	7	7	-39	-68	28	59	7	8
11,5881	43,9108	-19	-5	4	4	-4	0	-55	-56	15	22	8	2	-37	-65	20	49	6	6
11,6868	43,9092	-13	1	3	2	-4	0	-43	-49	11	17	5	0	-28	-53	16	43	7	2
11,7854	43,9076	-16	11	3	2	-3	4	-39	-50	11	17	8	0	-25	-54	15	43	8	7
11,8841	43,9058	-17	13	3	4	-6	2	-42	-44	15	21	4	-4	-21	-66	20	49	6	2
11,9827	43,9040	-16	7	6	6	-7	2	-47	-42	19	26	0	-4	-20	-70	24	54	4	6
12,0814	43,9020	-15	0	7	8	-2	1	-51	-40	22	29	-1	-1	-25	-73	26	56	8	8
12,1800	43,9000	-13	4	8	8	1	3	-51	-37	22	29	4	1	-20	-72	27	55	8	12
12,2786	43,8979	-10	9	7	7	2	0	-47	-35	22	29	3	5	-16	-68	27	54	9	14
12,3772	43,8956	-13	7	7	8	1	0	-45	-32	21	28	5	9	-15	-61	26	54	16	20
12,4759	43,8933	-12	7	8	8	-2	5	-40	-28	22	29	7	8	-17	-52	27	54	17	21
12,5745	43,8909	-12	9	9	9	0	4	-39	-27	23	31	4	12	-16	-48	29	56	16	21
12,6731	43,8884	-7	9	9	11	3	11	-34	-21	24	32	8	11	-13	-42	30	58	21	27
12,7716	43,8858	-9	8	10	10	1	8	-31	-20	23	32	5	7	-11	-39	29	57	16	26
12,8702	43,8831	-9	7	9	9	-2	7	-30	-25	21	28	10	9	-13	-39	27	55	12	28
12,9688	43,8803	-3	14	3	2	-2	2	-23	-14	8	11	8	6	-10	-32	10	29	13	19
7,6375	43,9675	-55	-31	1	0	1	6	-109	-112	3	7	14	13	-94	-146	5	28	20	40
7,7363	43,9697	-45	-19	2	1	2	6	-90	-90	4	9	12	14	-74	-127	7	33	16	35
7,8350	43,9718	-39	-14	2	1	-1	6	-80	-78	6	11	8	13	-60	-108	10	39	11	30
7,9338	43,9739	-34	-8	3	3	-2	4	-67	-62	12	18	7	8	-55	-83	17	48	7	23
8,0326	43,9758	-26	-5	5	5	0	3	-50	-47	18	25	9	5	-41	-62	26	58	9	27
8,1314	43,9776	-19	-1	6	5	-2	4	-32	-35	19	26	10	3	-30	-46	28	61	19	26
10,2067	43,9943	-4	28	4	3	-2	5	-43	-40	15	22	4	14	-39	-69	22	52	8	24
10,3055	43,9940	0	30	4	3	0	9	-38	-43	16	22	13	19	-34	-66	23	52	13	25
10,4044	43,9937	-4	28	5	4	0	8	-41	-43	20	27	12	15	-31	-66	26	58	7	26
10,5032	43,9933	-9	32	6	5	-2	10	-49	-50	21	28	6	12	-38	-75	28	59	6	24
10,6020	43,9927	-16	28	5	4	-8	4	-60	-60	19	25	4	8	-47	-84	25	56	0	19
10,7009	43,9921	-17	23	4	3	-5	5	-64	-64	14	20	4	10	-47	-87	20	48	3	18
10,7997	43,9914	-16	10	4	3	0	8	-63	-60	12	19	5	10	-47	-81	18	46	6	18
10,8985	43,9906	-15	1	4	3	-2	6	-56	-55	14	21	5	10	-39	-76	21	49	6	18
10,9973	43,9897	-9	1	5	4	1	6	-47	-46	18	25	9	18	-35	-65	23	54	8	19
11,0962	43,9887	-13	0	6	5	4	6	-43	-46	20	27	9	19	-34	-58	25	56	8	18
11,1950	43,9876	-10	-1	6	5	0	3	-43	-45	21	29	4	13	-33	-56	26	57	4	18
11,2938	43,9864	-7	-3	7	6	-1	0	-47	-48	24	31	3	7	-32	-60	28	60	8	11
11,3926	43,9851	-13	3	7	6	-1	-2	-45	-46	23	30	3	10	-33	-60	28	59	6	9
11,4914	43,9837	-13	2	5	4	2	1	-45	-48	18	25	8	9	-35	-60	23	53	9	11
11,5902	43,9823	-14	-1	3	3	0	-2	-48	-49	14	20	3	5	-31	-59	18	46	8	6
11,6890	43,9807	-12	8	3	3	2	3	-39	-45	12	17	9	3	-16	-57	17	44	11	8
11,7878	43,9790	-13	7	3	4	4	5	-43	-50	15	21	11	2	-26	-66	20	48	15	8
11,8866	43,9773	-11	5	6	6	0	7	-47	-46	20	27	9	3	-25	-64	25	54	14	12
11,9854	43,9754	-10	-2	8	8	2	4	-50	-43	23	30	7	2	-27	-69	28	58	13	13
12,0841	43,9735	-8	-4	10	9	2	6	-48	-42	26	32	5	2	-30	-68	30	59	13	13
12,1829	43,9715	-8	-4	10	10	0	2	-45	-36	26	33	4	1	-29	-62	30	59	16	12
12,2817	43,9693	-8	-1	10	10	5	4	-42	-34	26	32	9	8	-22	-58	30	57	19	17
12,3804	43,9671	-9	2	9	10	2	10	-41	-33	25	32	12	14	-18	-54	30	57	19	22
12,5779	43,9623	-10	3	9	10	6	8	-33	-25	24	32	18	17	-14	-41	30	58	26	27
12,6766	43,9598	-12	3	7	8	2	7	-29	-22	20	28	11	13	-11	-37	26	55	25	28
12,7753	43,9572	-12	2	3	2	9	8	-26	-21	8	10	12	12	-10	-35	10	29	26	28
7,7333	44,0412	-56	-21	0	0	-1	8	-92	-103	1	2	12	12	-86	-147	2	18	14	37
7,8321	44,0433	-54	-21	1	0	1	9	-87	-91	2	5	12	11	-78	-134	4	25	14	38
7,9310	44,0453	-48	-12	1	1	5	8	-81	-77	4	9	12	11	-72	-113	8	33	14	32
8,0300	44,0473	-35	0	3	3	5	7	-64	-59	11	17	12	5	-51	-82	17	45	11	24
8,1289	44,0491	-27	-4	5	5	2	7	-46	-45	18	24	11	0	-38	-59	25	56	15	24
8,2278	44,0508	-18	-5	1	1	2	8	-29	-35	3	6	11	2	-26	-41	5	19	16	30
10,0090	44,0660	-12	17	6	5	-4	5	-44	-39	20	27	2	8	-42	-67	27	60	9	19
10,1080	44,0659	-6	22	5	3	-1	6	-47	-41	14	22	6	12	-40	-68	21	52	12	25
10,2069	44,0658	3	26	4	3	-3	5	-45	-44	11	17	5	14	-36	-70	17	45	7	24
10,3059	44,0655	1	25	4	3	3	7	-48	-48	12	19	9	19	-36	-73	19	47	10	25
10,4049	44,0652	-2	18	4	3	2	8	-56	-59	14	21	10	15	-46	-84	21	50	12	24
10,5039	44,0648	-4	17	4	2	-3	9	-64	-65	12	19	8	14	-51	-93	18	47	10	24
10,6028	44,0642	-9	16	2	1	1	10	-68	-75	7	12	9	15	-56	-100	11	36	9	27
10,7018	44,0636	-10	10	1	1	1	10	-63	-72	4	8	12	16	-54	-93	7	29	10	24
10,8008	44,0629	-4	10	1	0	2	9	-56	-59	5	9	16	18	-44	-81	7	30	13	24
10,8997	44,0621	-9	6	2	1	2	10	-52	-55	8	14	14	13	-39	-76	13	38	9	22
10,9987	44,0612	-9	0	3	3	2	11	-47	-47	13	20	12	12	-33	-68	19	47	9	21
11,0976	44,0602	-5	-2	3	4	1	8	-44	-43	16	22	12	13	-30	-62	21	50	9	19
11,1966	44,0591	-10	-3	4	4	7	11	-44	-43	17	23	14	16	-29	-61	22	51	9	24
11,2955	44,0579	-11	-1	4	4	1	6	-44	-47	17	23	8	11	-27	-58	22	51	7	19
11,3945	44,0566	-12	-1	4	3	-1	-1	-43	-45	15	22	5	7	-25	-57	21	49	6	15
11,4934	44,0552	-13	0	3	3	-3	-2	-41	-45	15	21	2	6	-25	-59	19	47	6	7
11,5924	44,0538	-13	3	4	3	-4	-1	-43	-47	14	20	4	1	-25	-64	19	47	4	6
11,6913	44,0522	-13	6	5	4	0	2	-44	-49	16	23	4	0	-24	-69	21	50	10	7
11,7902	44,0505	-13	4	6	6	3	6	-49	-50	20	27	11	4	-26	-76	25	55	15	9
11,8891	44,0488	-7	0	7	8	0	6	-48	-44	23	31	9	3	-25	-70	29	58	14	13
11,9880	44,0469	-5	2	11	10	1	4	-45	-37	28	34	4	1	-21	-62	32	60	16	14
12,0869	44,0450	-1	4	10	11	-1	7	-38	-29	28	34	4	0	-24	-51	32	60	15	14
12,1858	44,0429	-1	-1	10	11	1	5	-39	-27	27	34	7	4	-27	-52	32	60	15	15
