lon	lat	2011-2040_PRCPTOT JJA (mm)_RCP45	2011-2040_PRCPTOT JJA (mm)_RCP85	2011-2040_TX30 (days)_RCP45	2011-2040_TX30 (days)_RCP85	2011-2040_PR95PERC (%)_RCP45	2011-2040_PR95PERC (%)_RCP85	2041-2070_PRCPTOT JJA (mm)_RCP45	2041-2070_PRCPTOT JJA (mm)_RCP85	2041-2070_TX30 (days)_RCP45	2041-2070_TX30 (days)_RCP85	2041-2070_PR95PERC (%)_RCP45	2041-2070_PR95PERC (%)_RCP85	2071-2100_PRCPTOT JJA (mm)_RCP45	2071-2100_PRCPTOT JJA (mm)_RCP85	2071-2100_TX30 (days)_RCP45	2071-2100_TX30 (days)_RCP85	2071-2100_PR95PERC (%)_RCP45	2071-2100_PR95PERC (%)_RCP85
16,6594	40,1900	-1	4	15	16	-2	13	-9	-7	33	42	3	-3	-4	-12	39	63	25	24
18,0359	40,0849	3	11	11	14	4	4	-4	0	30	38	18	23	3	-7	36	62	7	33
18,1275	40,0772	2	13	10	12	7	7	-5	-1	29	35	18	21	1	-7	34	59	7	31
18,2191	40,0694	1	14	11	12	2	5	-6	-2	28	34	10	19	0	-7	34	58	5	44
18,3106	40,0616	1	17	11	13	4	7	-5	-4	28	36	11	25	0	-9	34	59	4	42
18,4022	40,0536	0	16	13	13	-3	-2	-3	-4	28	37	5	10	2	-8	36	63	-1	28
8,4323	40,4783	-6	10	8	7	4	11	-11	-12	23	31	9	19	-9	-15	28	58	8	31
8,5250	40,4798	-7	7	9	7	4	12	-11	-12	25	31	6	23	-9	-15	30	57	8	23
8,6177	40,4811	-7	5	10	7	10	10	-10	-12	26	34	11	30	-9	-15	31	59	14	20
8,7104	40,4824	-6	6	11	8	4	6	-10	-11	27	34	7	27	-7	-14	32	58	11	18
8,8031	40,4836	-5	7	11	8	11	6	-10	-10	27	34	8	21	-6	-13	32	58	7	19
8,8958	40,4847	-5	6	12	9	9	9	-9	-11	28	35	9	18	-9	-14	33	59	6	18
8,9885	40,4857	-5	6	10	8	10	14	-6	-10	27	34	13	18	-8	-14	31	59	14	18
9,0812	40,4866	-4	8	10	8	4	11	-7	-4	26	33	9	20	-5	-13	31	58	11	17
9,1739	40,4875	-4	11	10	8	2	14	-6	-4	25	32	8	23	-3	-12	30	57	22	18
9,2667	40,4882	-4	12	10	8	8	20	-8	-4	25	31	15	29	-4	-11	29	57	28	22
9,3594	40,4889	-3	12	9	8	12	22	-10	-7	24	32	27	32	-5	-11	29	56	42	30
9,4521	40,4895	-2	9	10	9	11	21	-10	-6	26	33	28	32	-2	-11	30	58	38	30
9,5448	40,4899	-1	9	10	10	15	22	-8	-6	27	35	28	31	-1	-9	31	59	40	44
9,6375	40,4903	-3	12	10	11	26	26	-7	-6	28	37	40	45	-2	-9	33	62	44	65
9,7303	40,4906	-2	9	10	11	25	24	-6	-5	24	34	27	40	0	-9	31	64	49	59
15,0085	40,3615	-10	-6	9	11	9	6	-25	-20	26	36	8	24	-22	-30	36	69	16	27
15,1008	40,3567	-13	-3	10	11	4	3	-32	-29	30	38	3	15	-23	-37	36	68	6	16
15,1931	40,3518	-7	3	8	9	2	3	-31	-26	26	34	3	11	-22	-39	32	65	5	15
15,2854	40,3468	-4	4	6	7	5	4	-30	-27	22	29	1	13	-24	-40	29	61	6	17
15,3777	40,3417	-7	0	5	4	10	7	-27	-28	17	23	12	15	-25	-37	22	54	11	21
15,4699	40,3365	-6	-3	5	4	7	7	-22	-29	17	24	12	5	-24	-35	23	55	14	28
15,5622	40,3312	-1	-2	7	7	10	10	-20	-27	22	29	13	7	-19	-31	27	58	14	19
15,6544	40,3259	-5	-3	7	8	7	10	-22	-26	25	32	10	7	-18	-29	30	59	15	23
15,7467	40,3204	-7	-3	8	8	8	9	-20	-24	25	32	8	7	-18	-26	30	59	19	27
15,8389	40,3149	-7	-3	8	9	9	8	-19	-24	26	32	10	2	-18	-27	31	59	19	22
15,9310	40,3093	-5	-1	8	8	6	5	-15	-21	25	31	1	-2	-14	-23	29	58	13	10
16,0232	40,3036	-3	0	9	8	4	9	-13	-20	24	32	0	2	-10	-22	29	57	15	15
16,1154	40,2978	-2	3	10	10	-1	12	-12	-18	27	33	0	-1	-10	-21	31	59	16	8
16,2075	40,2919	-1	7	11	10	0	18	-11	-16	28	34	1	0	-7	-19	32	58	26	10
16,2996	40,2860	-1	9	11	12	0	5	-11	-13	28	35	-1	-7	-9	-15	32	55	19	5
16,3917	40,2799	1	10	12	12	6	6	-10	-11	28	36	5	-2	-8	-13	33	55	27	10
16,4838	40,2738	0	11	13	14	6	8	-11	-11	28	36	8	-1	-9	-15	34	55	26	13
16,5758	40,2675	-2	7	14	15	12	11	-11	-11	30	38	10	2	-8	-14	36	57	31	27
16,6679	40,2612	-2	5	14	15	8	13	-10	-8	31	39	2	0	-5	-12	38	61	25	22
17,9543	40,1636	4	12	11	15	0	-1	-1	0	30	38	14	22	5	-6	37	64	10	30
18,0461	40,1560	3	11	10	12	1	2	-4	-1	28	35	14	16	3	-8	34	58	2	34
18,1378	40,1483	3	12	10	12	2	1	-5	-2	27	33	15	21	1	-8	33	56	3	38
18,2295	40,1405	2	15	10	11	4	3	-5	-2	27	34	5	18	1	-8	32	56	1	46
18,3211	40,1326	2	17	12	13	5	7	-4	-3	27	35	9	22	2	-8	34	59	6	46
18,4128	40,1246	1	17	13	12	2	1	-2	-3	28	36	9	12	4	-7	35	62	2	36
8,3375	40,5483	-8	11	8	7	8	19	-11	-9	23	33	15	23	-7	-12	28	58	13	26
8,4303	40,5498	-6	12	9	8	9	15	-10	-11	24	33	8	23	-9	-14	30	59	12	26
8,5231	40,5513	-7	11	9	7	3	13	-10	-11	26	34	7	19	-8	-15	31	58	8	20
8,6160	40,5526	-7	9	10	7	4	12	-10	-11	25	33	8	27	-8	-14	31	58	6	18
8,7088	40,5539	-7	8	11	8	7	12	-11	-11	27	35	10	23	-7	-13	32	59	7	21
8,8016	40,5551	-7	9	12	9	7	10	-10	-10	28	35	8	21	-7	-12	33	58	8	19
8,8944	40,5562	-5	9	12	9	6	11	-10	-9	28	35	3	18	-6	-11	33	58	2	15
8,9872	40,5572	-3	10	12	9	9	14	-11	-9	28	36	9	19	-8	-12	33	60	7	21
9,0801	40,5581	-3	13	10	8	2	11	-11	-8	27	34	4	12	-7	-13	30	58	8	19
9,1729	40,5590	-5	13	10	8	3	13	-10	-8	25	32	5	17	-4	-13	29	57	14	15
9,2657	40,5597	-4	13	9	7	7	18	-9	-7	24	31	17	28	-4	-13	29	56	27	19
9,3586	40,5604	-2	13	9	7	11	19	-10	-7	23	31	21	31	-5	-12	28	55	34	28
9,4514	40,5610	-1	12	9	8	14	22	-9	-6	24	31	23	31	-3	-10	28	56	32	29
9,5442	40,5614	0	13	10	10	19	20	-7	-6	26	34	22	31	-1	-9	30	59	39	42
9,6371	40,5618	0	12	10	11	30	26	-6	-5	26	35	33	45	2	-9	31	61	47	56
9,7299	40,5621	0	10	11	11	32	26	-5	-4	25	36	36	36	4	-7	32	64	60	66
15,0148	40,4328	-4	1	12	13	3	0	-20	-17	31	40	7	14	-14	-24	40	72	17	30
15,1073	40,4280	-7	2	10	12	4	6	-29	-24	30	37	6	12	-20	-28	37	69	6	24
15,1997	40,4231	-4	5	8	9	3	1	-27	-25	26	34	3	9	-23	-33	33	66	5	17
15,2921	40,4181	-2	3	6	7	6	5	-29	-25	23	30	4	8	-22	-35	30	62	6	12
15,3845	40,4130	-4	0	6	6	6	5	-25	-26	21	27	9	3	-22	-31	27	58	9	17
15,4769	40,4078	-4	-1	6	6	6	7	-21	-25	22	28	11	2	-20	-29	27	59	9	13
15,5693	40,4025	0	2	7	8	6	5	-14	-24	23	30	11	4	-14	-26	29	60	9	14
15,6616	40,3972	-3	-2	7	7	9	7	-18	-26	23	30	11	7	-13	-28	28	58	13	22
15,7540	40,3917	-5	-2	6	7	6	8	-17	-26	22	29	10	10	-16	-25	27	58	17	25
15,8463	40,3862	-6	-3	7	7	4	6	-17	-25	22	29	5	2	-17	-24	27	57	15	23
15,9386	40,3806	-5	0	7	8	-3	4	-16	-23	23	29	1	-1	-15	-24	28	57	14	16
16,0309	40,3749	-2	3	9	9	3	8	-12	-22	24	32	-1	1	-14	-23	29	57	14	12
16,1231	40,3691	-3	3	9	9	-1	17	-12	-21	25	33	0	3	-11	-23	30	57	27	13
16,2154	40,3632	-1	9	11	10	-1	22	-6	-17	28	33	-1	2	-8	-19	31	58	25	16
16,3076	40,3572	-1	12	12	12	7	16	-9	-14	29	36	9	5	-7	-14	33	57	34	21
16,3998	40,3511	0	12	11	12	8	13	-9	-11	26	35	10	5	-8	-14	33	53	33	23
16,4920	40,3450	0	9	12	13	6	15	-10	-11	27	36	12	3	-8	-15	34	54	32	24
16,5842	40,3387	-2	7	12	14	12	14	-11	-11	28	36	9	1	-7	-15	35	55	34	24
16,6763	40,3324	0	7	13	15	11	14	-9	-8	29	38	-2	1	-4	-12	36	58	27	18
16,7685	40,3260	2	7	13	15	1	8	-6	-7	30	39	0	4	-2	-10	37	63	28	21
17,9644	40,2347	4	13	9	12	-7	-6	-2	0	28	35	12	19	3	-7	34	59	6	29
18,0563	40,2271	4	13	10	11	-6	-6	-3	-1	27	33	8	12	5	-7	32	57	1	33
18,1481	40,2194	3	12	11	11	-3	-7	-5	-2	27	34	5	17	3	-7	32	56	2	36
18,2399	40,2116	3	15	13	12	-2	-8	-4	-3	27	35	3	13	3	-7	33	58	-6	37
18,3317	40,2037	3	19	12	11	5	5	-2	-2	27	34	6	17	4	-6	33	59	8	45
18,4234	40,1957	3	18	10	10	2	5	0	-1	22	32	7	11	5	-5	30	59	8	38
8,1496	40,6164	-5	6	2	1	14	12	-7	-6	4	7	16	22	-5	-10	6	21	20	29
8,2425	40,6181	-6	7	8	8	9	15	-8	-6	23	32	17	24	-3	-10	28	58	14	23
8,3354	40,6198	-7	9	10	8	3	8	-9	-7	26	34	11	23	-4	-11	32	60	11	22
8,4283	40,6213	-6	13	10	8	6	13	-10	-9	26	35	5	18	-5	-12	33	60	6	13
8,5213	40,6228	-6	13	10	9	2	11	-11	-10	27	36	2	15	-8	-15	33	61	4	14
8,6142	40,6241	-8	10	10	7	4	8	-10	-11	26	33	5	21	-9	-15	31	59	6	19
8,7071	40,6254	-8	8	10	7	4	10	-9	-11	26	33	6	17	-8	-14	31	58	7	20
8,8001	40,6266	-7	8	11	8	6	10	-10	-9	27	34	5	17	-6	-12	32	58	3	20
8,8930	40,6277	-5	9	12	9	7	10	-7	-8	28	35	5	16	-5	-10	32	58	1	21
8,9859	40,6287	-4	9	12	10	5	11	-10	-7	28	36	6	16	-5	-10	33	58	1	22
9,0789	40,6296	-3	9	12	9	4	18	-12	-7	28	35	11	18	-7	-12	33	58	10	23
9,1718	40,6305	-3	11	9	7	5	13	-12	-8	26	33	12	15	-4	-13	29	56	18	19
9,2648	40,6312	-3	11	9	7	11	16	-9	-8	24	32	17	26	-4	-12	28	55	26	26
9,3577	40,6319	-3	12	9	8	18	22	-8	-7	24	31	24	35	-3	-12	28	54	37	36
9,4507	40,6325	-1	13	9	9	23	21	-9	-7	24	32	26	42	-3	-10	29	56	43	43
9,5437	40,6329	2	13	10	10	20	19	-6	-6	26	34	26	30	0	-9	30	59	37	34
9,6366	40,6333	4	15	12	12	29	29	-5	-4	27	37	33	44	4	-7	33	63	51	65
9,7296	40,6336	0	10	11	11	28	25	-4	-4	25	36	33	39	2	-6	33	65	53	64
14,9286	40,5089	2	6	10	10	11	11	-14	-14	26	37	19	26	-4	-17	37	72	25	41
15,0212	40,5042	0	6	12	13	12	9	-22	-22	33	42	16	30	-14	-24	40	69	23	34
15,1138	40,4993	-2	4	11	13	5	12	-27	-27	33	41	13	22	-20	-31	39	68	13	36
15,2063	40,4944	1	6	7	9	1	2	-25	-26	26	34	6	5	-21	-30	33	66	8	16
15,2989	40,4894	-2	-2	7	8	6	11	-26	-26	24	31	12	8	-24	-30	32	63	13	18
15,3914	40,4843	-5	-3	7	8	9	10	-23	-23	24	31	11	4	-24	-32	30	62	13	21
15,4839	40,4791	-3	0	7	9	7	5	-19	-19	25	32	7	3	-19	-16	31	61	7	20
15,5764	40,4738	3	3	7	8	5	4	-15	-20	25	31	6	8	-16	-24	30	60	11	18
15,6688	40,4685	-1	3	6	6	3	7	-13	-22	21	28	9	8	-15	-28	26	56	14	23
15,7613	40,4630	-2	-1	5	5	2	4	-17	-24	18	25	5	6	-15	-29	24	54	13	21
15,8537	40,4575	-3	-3	6	6	1	4	-19	-23	19	27	7	3	-15	-28	25	54	11	20
15,9461	40,4518	-5	-1	7	8	-4	5	-17	-23	21	29	-2	0	-15	-27	27	56	12	12
16,0385	40,4461	-1	6	9	8	0	5	-13	-23	23	31	0	6	-13	-25	28	56	17	10
16,1309	40,4403	2	9	9	9	2	15	-10	-20	25	32	-1	4	-11	-23	29	57	22	10
16,2233	40,4344	1	11	10	9	2	21	-6	-18	27	33	1	2	-8	-19	30	57	22	14
16,3156	40,4284	-1	12	12	12	2	16	-8	-14	28	36	4	-2	-6	-14	33	56	25	17
16,4079	40,4224	1	14	11	12	8	16	-6	-5	26	34	16	0	-5	-12	32	53	32	28
16,5003	40,4162	0	10	11	13	20	20	-8	-7	27	36	17	7	-5	-12	33	54	47	30
16,5925	40,4100	1	9	11	13	6	14	-8	-8	27	36	6	4	-6	-12	34	54	29	23
16,6848	40,4036	1	10	12	14	4	15	-6	-7	28	36	6	-1	-3	-11	34	57	30	21
16,7771	40,3972	1	9	13	14	-2	10	-4	-7	29	37	-1	7	-1	-10	35	58	24	20
17,4223	40,3498	3	10	10	14	5	8	-8	-6	28	37	22	22	-2	-11	35	61	24	39
17,5144	40,3427	3	9	11	14	-2	7	-8	-4	28	36	16	12	-1	-10	36	62	21	46
17,6064	40,3355	3	7	11	14	-2	6	-7	-5	28	36	16	10	-1	-11	35	62	27	37
17,6985	40,3282	5	9	10	13	-4	9	-5	-4	27	35	9	10	1	-9	35	61	27	36
17,7905	40,3208	5	11	10	13	-2	7	-3	-2	28	35	7	20	1	-8	35	62	18	34
17,8825	40,3134	4	12	9	13	-3	2	-2	-1	28	35	4	22	2	-7	34	61	12	38
17,9745	40,3058	3	13	10	12	-4	-3	-3	0	28	34	6	11	3	-8	33	57	4	39
18,0665	40,2982	6	13	12	11	-3	-6	-3	0	27	34	8	15	7	-7	32	56	3	36
18,1584	40,2904	5	15	12	12	-2	-4	-3	1	27	34	2	16	6	-7	32	56	4	32
18,2503	40,2826	6	16	12	11	0	-4	-2	-1	26	33	6	15	5	-6	32	57	5	37
18,3422	40,2747	5	18	12	10	1	3	-2	-1	23	32	12	16	5	-5	29	58	4	47
18,4341	40,2667	4	17	3	2	-2	7	0	1	6	11	2	6	4	-3	9	29	2	35
8,2402	40,6896	-6	8	8	8	4	11	-8	-6	24	32	13	16	-1	-11	29	59	9	18
8,3333	40,6912	-7	8	10	10	6	13	-9	-7	28	35	16	16	0	-11	33	62	12	17
8,4263	40,6928	-5	12	11	10	5	11	-8	-7	29	36	13	21	1	-11	34	62	7	17
8,5194	40,6942	-5	12	11	10	4	7	-9	-8	29	37	1	11	-3	-14	35	63	5	15
8,6124	40,6956	-6	12	10	7	1	4	-9	-10	27	35	0	9	-6	-16	32	61	3	11
8,7055	40,6969	-8	9	10	7	-1	8	-9	-11	26	34	5	18	-8	-15	31	58	4	14
8,7985	40,6981	-7	8	10	7	0	7	-9	-9	27	34	2	19	-7	-12	31	58	3	16
8,8916	40,6992	-5	6	12	10	6	6	-8	-8	28	36	5	23	-7	-11	33	59	3	17
8,9846	40,7002	-3	7	12	9	1	9	-10	-7	27	34	1	18	-5	-11	32	57	1	20
9,0777	40,7011	-3	9	12	10	0	8	-11	-6	28	35	11	16	-6	-14	32	57	9	18
9,1708	40,7020	-4	9	10	8	-3	12	-12	-7	26	33	10	8	-7	-14	30	56	13	18
9,2638	40,7027	-4	11	8	6	7	16	-11	-7	24	31	12	18	-6	-13	27	54	19	26
9,3569	40,7034	-1	14	9	8	16	22	-8	-7	24	32	19	39	-3	-12	29	55	38	40
9,4500	40,7039	1	17	9	9	16	23	-8	-8	25	34	27	34	-2	-10	30	57	36	36
9,5431	40,7044	3	16	11	11	22	24	-5	-6	27	36	24	33	1	-7	31	60	37	40
9,6361	40,7048	3	11	12	12	29	30	-6	-5	27	36	28	39	1	-8	32	64	56	64
9,7292	40,7051	-3	5	2	2	27	27	-5	-4	5	9	27	32	-1	-7	8	30	43	56
14,3785	40,6069	-5	2	0	0	6	-4	-10	-11	1	4	1	5	-7	-15	3	17	20	19
14,9349	40,5803	-1	12	9	10	4	5	-22	-24	29	39	12	21	-13	-30	39	72	12	36
15,0276	40,5755	-3	9	11	12	7	9	-30	-32	31	40	14	17	-18	-38	39	70	9	26
15,1203	40,5707	-4	6	10	11	7	4	-29	-32	30	39	9	7	-20	-37	37	69	11	32
15,2130	40,5657	0	4	7	8	9	6	-26	-28	25	33	12	7	-22	-32	32	65	13	25
15,3056	40,5607	-3	-1	7	8	9	8	-23	-22	24	31	13	8	-20	-27	32	63	14	21
15,3982	40,5556	-4	0	7	9	9	7	-21	-20	26	33	16	7	-16	-27	33	63	13	25
15,4909	40,5504	-3	1	8	9	4	7	-19	-20	26	32	6	9	-16	-24	31	61	7	22
15,5834	40,5451	2	3	7	8	1	3	-19	-21	25	31	6	11	-14	-26	30	60	6	17
15,6760	40,5397	0	4	6	6	1	5	-18	-22	21	27	10	8	-15	-27	26	56	11	23
15,7686	40,5343	1	1	5	5	1	5	-20	-24	17	24	7	7	-16	-31	23	52	11	20
15,8612	40,5287	-2	0	6	6	3	6	-17	-24	19	26	6	6	-15	-30	25	53	8	17
15,9537	40,5231	-1	3	7	8	-5	7	-15	-24	22	29	2	2	-13	-28	27	55	9	12
16,0462	40,5174	1	10	9	8	-3	9	-12	-24	23	31	-1	2	-11	-27	28	56	11	4
16,1387	40,5116	0	14	10	9	5	22	-11	-20	25	31	3	8	-10	-23	28	56	23	12
16,2312	40,5057	-2	14	11	10	5	19	-11	-17	28	34	1	3	-7	-19	31	56	23	10
16,3236	40,4997	1	15	11	12	-1	4	-6	-11	27	35	-1	-7	-3	-12	33	55	20	4
16,4161	40,4936	3	15	10	12	7	6	-5	-9	25	34	10	1	-4	-10	32	53	25	16
16,5085	40,4874	2	10	11	12	13	15	-6	-9	26	35	16	6	-4	-10	32	54	36	35
16,6009	40,4812	1	12	11	12	11	14	-6	-8	27	35	11	5	-5	-10	33	55	29	31
16,6933	40,4748	0	14	12	13	10	17	-5	-8	28	36	16	11	-2	-9	34	55	38	32
16,7857	40,4684	1	13	12	13	8	9	-3	-6	28	36	7	6	-1	-10	34	57	28	23
16,8780	40,4619	3	12	12	14	15	21	-1	-5	29	37	15	25	2	-10	35	60	36	32
17,2472	40,4350	3	9	3	4	13	12	-3	-4	10	16	17	15	2	-8	16	51	25	28
17,3395	40,4280	2	11	11	13	12	11	-5	-7	28	36	18	13	-1	-10	34	57	23	32
17,4317	40,4210	4	12	11	13	12	11	-7	-7	28	36	28	22	-1	-10	34	57	34	39
17,5239	40,4138	3	13	10	12	0	8	-6	-4	27	35	17	18	-1	-10	33	58	28	33
17,6161	40,4066	4	12	10	12	-4	0	-6	-2	27	34	9	8	0	-10	34	59	21	34
17,7083	40,3993	4	13	10	11	-1	9	-5	2	27	33	14	24	3	-8	33	58	27	42
17,8004	40,3919	5	13	10	12	0	9	-4	3	27	34	13	27	4	-7	33	58	26	41
17,8925	40,3844	4	14	10	12	-2	0	-3	0	27	35	7	21	2	-7	33	58	8	40
17,9846	40,3769	4	15	12	12	-4	-1	-3	0	28	34	5	19	3	-6	33	57	7	38
18,0767	40,3692	5	14	12	12	-6	-6	-3	1	26	33	6	18	8	-6	32	56	3	36
18,1687	40,3615	5	14	12	12	-4	-10	-3	0	26	33	5	15	7	-7	32	56	6	27
18,2608	40,3537	6	17	11	10	-9	-13	0	0	23	31	2	6	5	-5	28	56	-3	29
18,3528	40,3458	5	16	3	3	-7	-3	-2	0	8	13	0	8	5	-3	11	30	-1	47
8,2380	40,7611	-6	8	9	8	2	9	-7	-7	24	33	14	18	-4	-11	30	59	13	12
8,3312	40,7627	-6	8	10	8	3	8	-7	-7	26	35	14	17	-3	-11	33	62	10	12
8,4243	40,7643	-6	9	12	11	7	17	-7	-7	29	37	16	16	-2	-11	35	64	14	20
8,5175	40,7657	-6	10	11	9	7	13	-8	-9	28	37	9	15	-4	-13	34	65	8	18
8,6106	40,7671	-7	11	10	8	9	9	-8	-9	27	35	2	12	-5	-15	33	62	9	15
8,7038	40,7684	-8	10	11	9	3	5	-8	-10	27	35	8	14	-7	-15	32	61	8	13
8,7970	40,7696	-7	9	11	8	5	8	-7	-9	27	35	5	22	-7	-13	32	59	7	12
8,8902	40,7707	-7	7	11	9	4	6	-9	-9	28	36	6	21	-6	-13	32	60	5	14
8,9833	40,7717	-6	6	11	9	0	9	-12	-8	28	35	6	19	-6	-15	31	59	7	18
9,0765	40,7726	-5	7	10	8	-2	7	-12	-6	27	35	6	11	-6	-14	31	57	7	17
9,1697	40,7735	-3	7	10	8	-1	13	-10	-6	25	33	10	14	-6	-13	29	55	11	17
9,2629	40,7742	-5	10	9	8	4	14	-11	-7	25	32	17	18	-6	-12	29	55	24	23
9,3561	40,7749	-2	13	9	9	9	21	-9	-8	25	34	23	29	-4	-12	30	57	34	33
9,4493	40,7754	2	13	10	9	13	13	-7	-7	27	35	21	28	-1	-10	30	59	34	27
9,5425	40,7759	3	10	11	12	19	22	-6	-8	29	39	25	30	-1	-8	33	62	39	51
9,6357	40,7763	-1	8	12	13	22	21	-6	-6	27	36	32	34	-1	-7	33	66	46	62
14,4770	40,6741	-3	4	7	7	8	1	-12	-15	22	31	5	9	-10	-18	30	63	17	20
14,5698	40,6698	-2	5	8	9	13	3	-15	-18	27	35	10	16	-10	-21	33	64	19	32
14,6627	40,6654	-1	7	8	11	9	5	-16	-18	28	36	17	17	-11	-24	34	64	18	36
14,8484	40,6563	-1	8	8	8	9	5	-25	-26	26	35	12	28	-13	-33	35	68	16	33
14,9412	40,6516	-1	12	8	7	7	8	-30	-31	24	32	9	18	-17	-38	32	65	13	20
15,0340	40,6468	-1	12	6	6	10	5	-31	-34	21	29	6	9	-22	-41	28	62	12	20
15,1268	40,6420	-4	4	6	6	9	4	-33	-36	22	29	9	9	-24	-41	28	61	20	26
15,2196	40,6371	-4	1	7	6	2	3	-31	-32	23	31	2	3	-23	-38	31	61	11	29
15,3124	40,6320	-3	3	7	8	5	10	-25	-26	25	31	7	8	-17	-31	32	62	9	26
15,4051	40,6269	-2	2	7	8	6	8	-22	-22	25	31	12	8	-14	-29	31	61	10	24
15,4978	40,6217	-2	3	8	8	6	6	-21	-22	24	31	11	6	-11	-25	30	59	10	22
15,5906	40,6164	4	5	7	8	-2	2	-19	-21	24	29	4	4	-10	-27	29	58	6	14
15,6833	40,6110	0	5	6	6	-2	3	-19	-22	21	27	6	1	-12	-27	27	55	3	18
15,7759	40,6056	2	6	6	7	-1	6	-18	-23	20	27	4	3	-12	-30	26	55	8	17
15,8686	40,6000	-1	5	6	7	-1	2	-17	-24	21	28	4	-1	-9	-29	26	54	4	11
15,9613	40,5944	3	10	8	8	-2	11	-13	-22	24	30	2	-1	-3	-26	28	55	11	11
16,0539	40,5886	1	15	11	10	2	17	-9	-21	26	31	0	2	2	-23	29	56	13	8
16,1465	40,5828	-1	13	11	10	-2	13	-10	-19	27	33	-1	-3	-1	-21	31	57	15	4
16,2391	40,5769	-3	11	12	11	2	10	-12	-17	28	35	2	-3	-3	-19	32	57	22	2
16,3317	40,5709	2	12	11	12	5	14	-5	-11	26	34	5	-5	1	-9	32	54	22	11
16,4243	40,5648	3	14	10	11	6	11	-3	-9	25	33	13	0	1	-9	31	52	24	18
16,5168	40,5587	2	13	11	12	14	17	-3	-8	26	34	12	0	0	-10	32	54	31	31
16,6093	40,5524	-1	16	11	12	18	22	-6	-8	26	34	21	10	-2	-10	33	54	34	43
16,7018	40,5460	0	19	12	12	15	16	-5	-7	27	35	17	15	-1	-9	33	55	35	44
16,7943	40,5396	2	16	12	13	7	12	-4	-6	28	36	6	6	-1	-11	34	57	32	30
16,8868	40,5331	3	16	12	14	7	7	-2	-7	29	36	8	12	2	-10	35	58	34	25
16,9792	40,5265	5	12	12	14	16	21	-3	-7	29	37	12	22	4	-10	35	61	31	36
17,1641	40,5130	7	9	11	15	9	10	-4	-6	29	38	15	17	0	-12	36	62	29	36
17,2564	40,5061	6	12	12	13	5	9	-3	-5	29	37	15	12	1	-10	35	60	20	22
17,3488	40,4991	6	15	10	11	12	11	-3	-6	27	35	22	14	-1	-10	33	56	26	38
17,4411	40,4921	6	17	11	11	7	9	-4	-6	28	35	25	20	0	-10	33	57	27	39
17,5335	40,4850	5	19	10	11	4	11	-5	-3	27	33	16	18	1	-11	31	56	33	31
17,6258	40,4777	5	17	11	11	-3	4	-6	-3	27	34	11	14	2	-10	32	57	15	27
17,7180	40,4704	6	17	11	12	0	9	-5	-2	27	34	12	24	3	-8	32	57	22	38
17,8103	40,4630	5	16	11	12	-1	3	-3	0	27	34	8	20	4	-7	33	57	18	32
17,9025	40,4555	5	15	12	13	-4	0	-3	2	27	34	3	15	4	-7	34	58	9	33
17,9947	40,4480	5	16	12	12	-2	-3	-3	1	27	33	1	24	5	-7	33	57	6	33
18,0869	40,4403	5	15	10	9	-1	-2	-3	3	22	30	5	17	6	-7	28	54	5	40
18,1791	40,4326	5	15	10	10	-5	-11	-2	1	21	30	3	9	6	-5	28	55	3	28
8,2357	40,8326	-6	8	9	7	-1	8	-5	-8	22	32	12	21	-5	-12	29	59	15	11
8,3290	40,8342	-6	7	1	2	-2	8	-7	-7	2	5	10	16	-4	-11	4	17	9	10
8,4223	40,8357	-6	7	1	1	2	14	-6	-7	2	5	13	20	-4	-10	4	15	16	17
8,6089	40,8386	-8	7	9	8	0	9	-7	-9	24	33	0	10	-7	-14	30	60	3	12
8,7021	40,8399	-8	10	9	8	-1	8	-6	-9	25	33	-1	10	-6	-14	30	61	9	13
8,7954	40,8411	-7	10	11	8	2	7	-8	-9	27	36	-1	13	-6	-14	32	62	6	10
8,8887	40,8422	-10	7	11	9	-4	7	-14	-11	28	36	3	9	-9	-18	32	61	5	6
8,9820	40,8432	-10	8	10	8	-2	7	-15	-10	27	35	8	11	-10	-19	31	59	10	14
9,0753	40,8441	-7	7	10	8	-3	7	-11	-8	25	32	2	10	-7	-16	29	57	7	10
9,1687	40,8450	-6	8	8	6	3	13	-9	-5	23	30	11	20	-6	-13	27	54	21	18
9,2620	40,8457	-4	9	8	7	12	17	-10	-8	24	32	20	19	-5	-13	28	55	27	23
9,3553	40,8464	-1	13	10	10	18	23	-10	-9	27	36	27	26	-3	-13	31	59	39	34
9,4486	40,8469	0	11	10	11	18	22	-10	-8	28	37	23	23	-3	-11	32	60	32	45
9,5419	40,8474	-1	7	12	14	16	16	-9	-9	30	39	25	20	-3	-10	35	63	48	49
9,6352	40,8478	-2	7	12	13	19	19	-8	-6	27	37	28	36	-2	-6	33	66	42	54
14,0175	40,7658	-8	-4	0	0	16	-1	-12	-13	1	2	10	15	-5	-15	1	10	22	31
14,4827	40,7455	-1	6	9	10	10	1	-11	-15	27	36	7	7	-5	-18	35	67	18	23
14,5757	40,7411	0	6	10	11	13	1	-15	-17	30	38	6	9	-6	-20	35	65	14	22
14,6687	40,7367	0	6	9	10	12	3	-19	-22	29	38	10	17	-7	-26	35	65	15	22
14,7616	40,7322	-4	2	8	9	7	10	-28	-31	28	35	12	15	-16	-36	34	64	19	25
14,8546	40,7276	-9	0	6	7	1	6	-34	-39	23	30	10	11	-20	-44	30	61	12	26
